"","Ind_ID","GENDER","Car_Owner","Propert_Owner","CHILDREN","Annual_income","Type_Income","EDUCATION","Marital_status","Housing_type","Employed_days","Mobile_phone","Work_Phone","Phone","EMAIL_ID","Family_Members","label","Birthday_date","age","Employed"
"823",5088503,"M","Y","Y",0,72000,"Working","Higher education","Married","House / apartment",-619,1,0,0,0,2,0,1963-12-09,59,"y"
"824",5088687,"M","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-1473,1,1,1,0,3,0,1972-08-21,51,"y"
"825",5088689,"M","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-1473,1,1,1,0,3,0,1972-08-21,51,"y"
"826",5088699,"F","Y","Y",0,252000,"Working","Secondary / secondary special","Married","House / apartment",-1261,1,0,0,0,2,0,1975-10-22,48,"y"
"827",5088805,"M","Y","Y",0,225000,"State servant","Secondary / secondary special","Married","House / apartment",-3694,1,1,1,0,2,0,1986-05-01,37,"y"
"828",5088834,"F","N","Y",0,612000,"State servant","Secondary / secondary special","Married","House / apartment",-3715,1,0,0,1,2,0,1989-06-29,34,"y"
"829",5088836,"F","N","Y",0,612000,"State servant","Secondary / secondary special","Married","House / apartment",-3715,1,0,0,1,2,0,1989-06-29,34,"y"
"830",5088851,"F","Y","Y",0,112500,"Working","Higher education","Married","House / apartment",-2316,1,0,0,1,2,0,1992-10-21,31,"y"
"831",5088853,"F","Y","Y",0,112500,"Working","Higher education","Married","House / apartment",-2316,1,0,0,1,2,0,1992-10-21,31,"y"
"832",5088987,"F","N","N",2,171000,"Working","Secondary / secondary special","Married","House / apartment",-1160,1,1,1,0,4,0,1983-11-09,40,"y"
"833",5089070,"M","N","N",3,180000,"Working","Secondary / secondary special","Married","House / apartment",-3535,1,0,0,0,5,0,1984-11-22,38,"y"
"834",5089117,"F","Y","N",0,90000,"Working","Higher education","Single / not married","House / apartment",-5483,1,1,1,0,1,0,1980-03-02,43,"y"
"835",5089137,"F","Y","N",0,202500,"Commercial associate","Secondary / secondary special","Civil marriage","With parents",-5330,1,0,1,0,2,0,1984-12-07,38,"y"
"836",5089162,"F","Y","N",0,225000,"Working","Higher education","Married","House / apartment",-2531,1,1,1,0,2,1,1968-05-29,55,"y"
"837",5089218,"F","Y","N",1,171000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-6488,1,1,1,0,3,0,1985-07-06,38,"y"
"838",5089225,"M","N","N",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,0,2,0,1960-11-04,63,"n"
"839",5089240,"F","N","N",0,270000,"State servant","Secondary / secondary special","Separated","House / apartment",-12332,1,0,1,1,1,0,1970-11-16,53,"y"
"840",5089269,"F","N","N",0,72000,"Working","Secondary / secondary special","Single / not married","House / apartment",-1466,1,1,0,0,1,0,1972-06-02,51,"y"
"841",5089275,"F","Y","N",0,315000,"Working","Higher education","Married","House / apartment",-3504,1,0,1,1,2,0,1986-09-04,37,"y"
"842",5089320,"F","Y","N",0,135000,"Commercial associate","Higher education","Married","House / apartment",-825,1,1,1,1,2,0,1992-02-01,31,"y"
"843",5089474,"M","N","N",0,180000,"Working","Higher education","Married","House / apartment",-3443,1,0,0,0,2,0,1984-08-13,39,"y"
"844",5089497,"F","N","N",1,112500,"Working","Secondary / secondary special","Widow","House / apartment",-1313,1,0,0,0,2,0,1969-04-27,54,"y"
"845",5089512,"F","Y","N",1,405000,"Working","Secondary / secondary special","Married","Rented apartment",-1678,1,1,1,1,3,0,1986-01-29,37,"y"
"847",5089580,"F","Y","N",0,112500,"State servant","Secondary / secondary special","Married","House / apartment",-460,1,1,1,0,2,0,1991-12-15,31,"y"
"848",5089596,"M","Y","N",0,315000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-978,1,0,0,0,2,0,1985-07-12,38,"y"
"849",5089626,"F","N","N",0,315000,"Commercial associate","Higher education","Married","House / apartment",-309,1,1,1,1,2,0,1979-07-27,44,"y"
"850",5089632,"F","N","N",0,315000,"Commercial associate","Higher education","Married","House / apartment",-309,1,1,1,1,2,0,1979-07-27,44,"y"
"851",5089658,"F","N","N",0,99000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-370,1,1,0,0,1,0,1979-01-18,44,"y"
"852",5089681,"F","N","N",0,261000,"Commercial associate","Incomplete higher","Married","House / apartment",-1070,1,1,0,0,2,0,1996-06-07,27,"y"
"853",5089719,"F","N","N",0,144000,"Working","Secondary / secondary special","Married","House / apartment",-4662,1,0,1,0,2,0,1969-03-05,54,"y"
"854",5089722,"F","N","N",0,315000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-3262,1,1,1,1,1,0,1975-08-28,48,"y"
"855",5089736,"F","Y","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-6761,1,1,1,0,2,0,1971-11-04,52,"y"
"856",5089737,"F","Y","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-6761,1,1,1,0,2,0,1971-11-04,52,"y"
"857",5089760,"M","Y","Y",0,180000,"State servant","Higher education","Single / not married","House / apartment",-886,1,0,0,1,1,0,2001-06-19,22,"y"
"858",5089770,"M","Y","Y",2,225000,"Working","Secondary / secondary special","Married","House / apartment",-2531,1,1,0,0,4,0,1994-05-01,29,"y"
"859",5089887,"F","N","Y",0,157500,"Working","Higher education","Married","House / apartment",-1556,1,0,0,0,2,0,1994-09-12,29,"y"
"860",5089896,"F","N","Y",0,67500,"Pensioner","Higher education","Single / not married","Municipal apartment",365243,1,0,0,1,1,0,1959-01-07,64,"n"
"861",5089934,"M","Y","N",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-4965,1,0,0,0,2,0,1971-05-28,52,"y"
"862",5089954,"M","N","Y",1,126000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-2105,1,0,0,0,3,0,1988-12-19,34,"y"
"863",5089959,"M","N","Y",1,126000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-2105,1,0,0,0,3,1,1988-12-19,34,"y"
"864",5090027,"F","N","Y",0,126000,"Working","Higher education","Married","House / apartment",-460,1,0,1,1,2,0,1996-04-21,27,"y"
"865",5090039,"M","N","N",1,225000,"Working","Higher education","Married","House / apartment",-6273,1,0,0,0,3,0,1986-04-02,37,"y"
"866",5090049,"F","N","Y",0,69372,"Working","Secondary / secondary special","Married","House / apartment",-217,1,1,1,0,2,0,1980-05-23,43,"y"
"867",5090082,"M","N","N",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1678,1,0,0,0,2,0,1982-09-06,41,"y"
"868",5090126,"M","Y","Y",0,270000,"Working","Secondary / secondary special","Single / not married","House / apartment",-1557,1,0,0,0,1,0,1986-02-03,37,"y"
"869",5090166,"F","N","Y",1,675000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-860,1,0,0,0,2,1,1981-08-01,42,"y"
"870",5090186,"M","Y","Y",0,450000,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1959-09-07,64,"n"
"871",5090214,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-217,1,0,0,0,2,1,1994-07-24,29,"y"
"872",5090216,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-217,1,0,0,0,2,1,1994-07-24,29,"y"
"873",5090232,"F","N","Y",0,135000,"Working","Secondary / secondary special","Widow","House / apartment",-9447,1,0,0,0,1,0,1963-09-20,60,"y"
"874",5090302,"F","N","Y",0,405000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-4874,1,0,0,1,2,0,1976-03-05,47,"y"
"875",5090310,"M","Y","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1956-08-04,67,"n"
"876",5090335,"F","Y","Y",0,144000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-3716,1,1,1,0,2,0,1988-01-14,35,"y"
"877",5090383,"F","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1198,1,0,1,0,2,0,1981-09-01,42,"y"
"878",5090386,"F","N","Y",0,247500,"Commercial associate","Higher education","Single / not married","House / apartment",-13735,1,0,0,0,1,0,1964-12-03,58,"y"
"879",5090415,"F","Y","N",0,216000,"Working","Secondary / secondary special","Single / not married","House / apartment",-9925,1,1,1,0,1,0,1969-10-10,54,"y"
"880",5090464,"F","N","N",0,126000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-5760,1,1,0,0,2,0,1978-02-22,45,"y"
"881",5090470,"M","N","Y",1,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-4509,1,0,0,0,3,0,1981-10-12,42,"y"
"882",5090493,"F","N","N",0,121500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1965-07-18,58,"n"
"883",5090509,"M","Y","Y",0,225000,"Commercial associate","Higher education","Married","House / apartment",-156,1,0,0,0,2,0,1994-05-06,29,"y"
"884",5090549,"F","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-2531,1,0,0,0,2,0,1982-02-28,41,"y"
"885",5090612,"F","Y","N",0,202500,"Working","Higher education","Married","House / apartment",-2905,1,0,0,0,2,0,1986-02-20,37,"y"
"886",5090701,"F","N","N",0,594000,"Pensioner","Higher education","Single / not married","Municipal apartment",365243,1,0,0,0,1,0,1976-04-14,47,"n"
"887",5090705,"F","N","N",0,202500,"Pensioner","Higher education","Single / not married","House / apartment",365243,1,0,0,0,1,0,1960-02-15,63,"n"
"888",5090780,"F","N","N",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-3443,1,0,0,0,3,0,1990-11-27,32,"y"
"889",5090788,"F","Y","Y",1,225000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-1374,1,0,0,0,2,0,1994-01-08,29,"y"
"890",5090790,"F","Y","Y",0,238500,"Working","Higher education","Married","House / apartment",-7095,1,0,0,0,2,0,1982-04-07,41,"y"
"891",5090793,"F","N","Y",0,247500,"Working","Higher education","Married","House / apartment",-3503,1,0,1,0,2,0,1985-07-03,38,"y"
"892",5090805,"F","N","N",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-6614,1,0,0,0,1,0,1977-11-08,46,"y"
"893",5090861,"F","Y","Y",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2168,1,0,0,0,2,0,1969-10-10,54,"y"
"894",5090871,"F","N","N",2,225000,"Working","Secondary / secondary special","Married","House / apartment",-1130,1,0,0,0,4,0,1985-02-01,38,"y"
"895",5090925,"F","N","Y",0,243000,"Commercial associate","Secondary / secondary special","Married","With parents",-3412,1,0,0,0,2,0,1977-05-06,46,"y"
"896",5090942,"M","N","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1436,1,0,0,0,2,0,1987-05-18,36,"y"
"897",5090954,"F","N","N",0,270000,"State servant","Secondary / secondary special","Separated","House / apartment",-12332,1,0,1,1,1,0,1970-11-16,53,"y"
"898",5090995,"M","Y","Y",0,405000,"Working","Higher education","Married","House / apartment",-2622,1,1,1,1,2,0,1995-08-17,28,"y"
"899",5091006,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-3232,1,0,0,0,2,0,1976-10-07,47,"y"
"900",5091016,"F","N","Y",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-4267,1,0,0,0,3,0,1984-10-12,39,"y"
"901",5091048,"F","N","Y",2,270000,"Commercial associate","Higher education","Married","House / apartment",-2197,1,0,0,1,4,0,1981-08-15,42,"y"
"902",5091057,"F","N","Y",2,270000,"Commercial associate","Higher education","Married","House / apartment",-2197,1,0,0,1,4,0,1981-08-15,42,"y"
"903",5091101,"M","N","Y",0,198000,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1956-05-14,67,"n"
"904",5091144,"M","Y","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-1345,1,0,0,0,2,0,1994-05-12,29,"y"
"905",5091171,"M","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1958-04-07,65,"n"
"906",5091222,"F","N","Y",3,135000,"Working","Secondary / secondary special","Married","House / apartment",-1539,1,0,0,0,5,0,1983-04-07,40,"y"
"907",5091280,"M","N","Y",1,103500,"Working","Secondary / secondary special","Married","House / apartment",-657,1,1,0,0,3,0,1991-07-10,32,"y"
"908",5091369,"M","Y","Y",0,247500,"Working","Secondary / secondary special","Married","House / apartment",-1266,1,1,1,0,2,0,1981-10-26,42,"y"
"909",5091374,"M","Y","Y",0,247500,"Working","Secondary / secondary special","Married","House / apartment",-1266,1,1,1,0,2,0,1981-10-26,42,"y"
"910",5091382,"F","Y","Y",2,216000,"Working","Higher education","Married","House / apartment",-4887,1,0,0,0,4,0,1988-12-17,34,"y"
"911",5091400,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","With parents",-869,1,0,0,0,2,0,1990-04-10,33,"y"
"912",5091405,"F","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-1904,1,1,0,0,1,0,1975-10-05,48,"y"
"913",5091406,"F","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-1904,1,1,0,0,1,0,1975-10-05,48,"y"
"914",5091416,"F","N","Y",0,225000,"Working","Higher education","Married","House / apartment",-2939,1,1,1,0,2,0,1979-07-13,44,"y"
"916",5091549,"F","N","Y",0,247500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2788,1,0,1,0,2,0,1990-03-10,33,"y"
"917",5091564,"F","Y","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-1753,1,0,1,0,3,0,1982-12-31,40,"y"
"918",5091630,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-6226,1,0,0,0,2,0,1970-09-09,53,"y"
"919",5091639,"M","Y","Y",0,202500,"Working","Secondary / secondary special","Single / not married","House / apartment",-3061,1,0,0,0,1,0,1974-05-09,49,"y"
"920",5091651,"F","Y","Y",1,252000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-747,1,0,0,0,2,0,1994-07-29,29,"y"
"921",5091708,"F","Y","Y",0,135000,"Working","Higher education","Married","House / apartment",-3944,1,0,0,0,2,0,1990-04-14,33,"y"
"922",5091718,"F","Y","Y",0,90000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2269,1,0,0,0,2,0,1985-03-29,38,"y"
"923",5091735,"F","Y","Y",0,243000,"Working","Secondary / secondary special","Single / not married","House / apartment",-2057,1,0,0,0,1,0,1983-08-07,40,"y"
"924",5091737,"F","Y","Y",0,243000,"Working","Secondary / secondary special","Single / not married","House / apartment",-2057,1,0,0,0,1,0,1983-08-07,40,"y"
"925",5091753,"M","Y","N",2,135000,"Working","Higher education","Married","House / apartment",-1631,1,0,0,0,4,0,1989-01-18,34,"y"
"926",5091766,"M","N","Y",0,247500,"Working","Secondary / secondary special","Married","House / apartment",-2361,1,0,0,0,2,0,1976-02-07,47,"y"
"927",5091771,"M","N","Y",0,247500,"Working","Secondary / secondary special","Married","House / apartment",-2361,1,0,0,0,2,0,1976-02-07,47,"y"
"928",5091778,"M","N","Y",2,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1174,1,1,0,0,4,0,1994-02-12,29,"y"
"929",5091792,"M","Y","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-2969,1,1,0,0,3,0,1982-03-25,41,"y"
"930",5091795,"F","Y","N",1,90000,"Working","Secondary / secondary special","Married","House / apartment",-991,1,0,0,0,3,0,1982-05-01,41,"y"
"931",5091822,"M","N","Y",0,270000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-5891,1,0,0,0,1,0,1983-10-24,40,"y"
"932",5091824,"M","N","Y",0,270000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-5891,1,0,0,0,1,0,1983-10-24,40,"y"
"933",5091826,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1959-03-15,64,"n"
"934",5091880,"F","Y","Y",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-7048,1,0,0,0,2,0,1973-05-04,50,"y"
"935",5091894,"M","N","N",0,157500,"Commercial associate","Higher education","Single / not married","House / apartment",-1600,1,0,0,0,1,0,1995-12-26,27,"y"
"936",5091921,"F","N","Y",2,72000,"Working","Secondary / secondary special","Married","House / apartment",-5496,1,1,1,0,4,0,1981-10-24,42,"y"
"937",5091925,"F","Y","Y",0,405000,"Commercial associate","Incomplete higher","Married","House / apartment",-3944,1,0,1,0,2,0,1973-03-11,50,"y"
"938",5091929,"F","Y","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-657,1,0,0,0,2,0,1974-01-25,49,"y"
"939",5091963,"M","Y","N",0,180000,"Working","Secondary / secondary special","Married","Municipal apartment",-1416,1,1,0,0,2,0,1972-05-23,51,"y"
"940",5091983,"M","N","Y",0,112500,"Commercial associate","Higher education","Married","House / apartment",-808,1,1,0,1,2,0,1964-09-30,59,"y"
"941",5092020,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-777,1,1,1,0,2,0,1987-09-20,36,"y"
"942",5092021,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-777,1,1,1,0,2,0,1987-09-20,36,"y"
"943",5092087,"M","Y","Y",2,247500,"Working","Secondary / secondary special","Married","House / apartment",-535,1,0,0,0,4,1,1976-06-20,47,"y"
"945",5092164,"F","Y","Y",0,45900,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,0,1968-05-11,55,"n"
"946",5092221,"M","N","N",0,67500,"State servant","Secondary / secondary special","Married","House / apartment",-2818,1,0,0,0,2,0,1991-12-25,31,"y"
"947",5092239,"F","N","N",0,117000,"Working","Secondary / secondary special","Married","House / apartment",-2330,1,0,0,0,2,0,1967-01-25,56,"y"
"948",5092242,"F","N","N",0,117000,"Working","Secondary / secondary special","Married","House / apartment",-2330,1,0,0,0,2,0,1967-01-25,56,"y"
"949",5092245,"F","N","N",0,103500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,1,1963-05-09,60,"n"
"950",5092265,"M","N","Y",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-351,1,0,0,0,2,0,1975-01-20,48,"y"
"951",5092287,"F","N","Y",0,247500,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1963-05-13,60,"n"
"952",5092332,"F","N","Y",0,58500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",365243,1,0,1,0,1,0,1955-08-04,68,"n"
"953",5092349,"F","N","Y",0,225000,"Working","Secondary / secondary special","Widow","House / apartment",-2057,1,0,0,0,1,0,1971-03-07,52,"y"
"954",5092436,"F","Y","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,0,2,0,1969-05-07,54,"n"
"955",5092479,"M","N","N",1,85500,"State servant","Secondary / secondary special","Married","Municipal apartment",-6866,1,0,0,0,3,1,1982-10-13,41,"y"
"956",5093248,"F","N","Y",0,247500,"Commercial associate","Higher education","Married","House / apartment",-2980,1,0,0,0,2,0,1991-04-09,32,"y"
"957",5094884,"M","N","Y",0,450000,"Commercial associate","Secondary / secondary special","Single / not married","With parents",-1282,1,0,0,0,1,0,1995-07-08,28,"y"
"958",5094896,"M","Y","Y",1,180000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-3928,1,0,0,0,3,0,1985-03-09,38,"y"
"959",5094926,"F","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1463,1,1,0,0,2,0,1990-07-22,33,"y"
"960",5095020,"F","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-671,1,0,0,0,2,0,1988-03-03,35,"y"
"961",5095033,"M","Y","Y",0,202500,"Commercial associate","Higher education","Married","House / apartment",-1463,1,0,0,0,2,0,1981-09-16,42,"y"
"962",5095117,"F","N","Y",0,67500,"Working","Higher education","Married","House / apartment",-1586,1,0,0,0,2,0,1984-11-25,38,"y"
"963",5095170,"M","Y","Y",0,252000,"Commercial associate","Higher education","Married","House / apartment",-2682,1,0,0,0,2,0,1986-02-12,37,"y"
"965",5095310,"F","Y","Y",0,225000,"Working","Higher education","Married","House / apartment",-3717,1,0,0,0,2,0,1990-02-25,33,"y"
"966",5095324,"F","N","Y",0,315000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,0,1961-04-26,62,"n"
"967",5095356,"F","N","N",0,157500,"Working","Secondary / secondary special","Single / not married","With parents",-1039,1,0,0,0,1,0,1999-03-12,24,"y"
"968",5095423,"M","Y","Y",0,405000,"Working","Higher education","Married","House / apartment",-1830,1,1,0,1,2,0,1991-10-17,32,"y"
"969",5095433,"F","N","Y",0,292500,"Working","Higher education","Married","House / apartment",-9258,1,0,0,0,2,0,1972-07-07,51,"y"
"970",5095514,"M","Y","Y",0,297000,"Working","Secondary / secondary special","Married","House / apartment",-1161,1,0,1,0,2,0,1967-09-27,56,"y"
"971",5095554,"F","N","N",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,0,2,0,1960-04-10,63,"n"
"972",5095586,"F","N","N",0,270000,"Working","Incomplete higher","Civil marriage","House / apartment",-278,1,1,0,1,2,0,1999-11-03,24,"y"
"973",5095631,"M","Y","N",1,180000,"Working","Higher education","Married","House / apartment",-219,1,0,0,0,3,0,1993-04-14,30,"y"
"974",5095751,"F","N","N",0,202500,"Working","Secondary / secondary special","Married","With parents",-340,1,1,1,0,2,0,1988-08-27,35,"y"
"975",5095873,"F","N","N",0,202500,"Working","Higher education","Civil marriage","House / apartment",-5179,1,1,1,0,2,0,1981-12-22,41,"y"
"976",5095896,"F","N","N",1,112500,"Commercial associate","Higher education","Married","House / apartment",-2532,1,1,1,0,3,0,1980-01-13,43,"y"
"977",5095905,"F","N","N",0,135000,"State servant","Secondary / secondary special","Single / not married","House / apartment",-1589,1,0,0,0,1,0,1981-08-24,42,"y"
"978",5095930,"F","N","N",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,0,2,0,1967-07-06,56,"n"
"979",5095939,"M","N","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-3596,1,0,1,0,2,0,1976-05-31,47,"y"
"980",5095952,"F","N","N",2,193500,"Working","Higher education","Married","With parents",-7614,1,1,1,0,4,0,1982-10-16,41,"y"
"981",5096059,"F","N","N",2,73350,"Working","Secondary / secondary special","Married","House / apartment",-7068,1,0,0,0,4,0,1984-09-05,39,"y"
"982",5096061,"F","N","N",2,73350,"Working","Secondary / secondary special","Married","House / apartment",-7068,1,0,0,0,4,0,1984-09-05,39,"y"
"983",5096085,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","Municipal apartment",-11451,1,0,0,0,2,0,1974-02-26,49,"y"
"984",5096095,"F","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-1619,1,1,1,0,3,0,1994-07-08,29,"y"
"985",5096169,"F","N","N",0,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-796,1,0,0,0,2,0,1970-03-23,53,"y"
"986",5096211,"M","N","N",0,81000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-158,1,1,0,0,2,0,1984-12-24,38,"y"
"987",5096234,"F","N","N",0,117000,"Working","Secondary / secondary special","Married","House / apartment",-7310,1,1,1,0,2,0,1977-02-08,46,"y"
"988",5096300,"F","N","N",1,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2257,1,0,0,0,3,0,1998-05-16,25,"y"
"989",5096318,"M","Y","N",0,270000,"Commercial associate","Higher education","Single / not married","House / apartment",-158,1,0,0,0,1,0,1997-10-31,26,"y"
"990",5096336,"F","Y","N",0,153000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,0,1959-01-22,64,"n"
"991",5096340,"F","Y","N",0,153000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,0,1959-01-22,64,"n"
"992",5096342,"F","N","N",0,112500,"Working","Secondary / secondary special","Married","Municipal apartment",-1162,1,1,0,0,2,0,1991-11-21,32,"y"
"993",5096415,"F","N","N",0,76500,"Working","Secondary / secondary special","Married","House / apartment",-97,1,1,0,0,2,0,1977-09-07,46,"y"
"994",5096416,"F","N","N",0,76500,"Working","Secondary / secondary special","Married","House / apartment",-97,1,1,0,0,2,0,1977-09-07,46,"y"
"995",5096424,"M","Y","N",0,270000,"Commercial associate","Higher education","Separated","House / apartment",-2349,1,0,1,0,1,0,1992-01-27,31,"y"
"996",5096466,"M","Y","N",1,450000,"Working","Higher education","Married","House / apartment",-5545,1,1,0,0,3,0,1970-09-30,53,"y"
"997",5096483,"F","N","N",0,103500,"Working","Higher education","Married","House / apartment",-6640,1,1,1,0,2,0,1980-02-11,43,"y"
"998",5096527,"F","N","N",0,135000,"Working","Secondary / secondary special","Widow","Co-op apartment",-584,1,0,0,0,1,1,1969-02-05,54,"y"
"999",5096528,"F","N","N",0,135000,"Working","Secondary / secondary special","Widow","Co-op apartment",-584,1,0,0,0,1,1,1969-02-05,54,"y"
"1000",5096604,"F","Y","N",1,225000,"Working","Higher education","Civil marriage","House / apartment",-980,1,1,1,0,3,0,1986-11-07,37,"y"
"1001",5096609,"F","Y","N",1,225000,"Working","Higher education","Civil marriage","House / apartment",-980,1,1,1,0,3,0,1986-11-07,37,"y"
"1002",5096621,"F","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-1589,1,0,1,0,3,0,1984-04-18,39,"y"
"1003",5096670,"F","N","N",0,90000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,0,1965-03-10,58,"n"
"1004",5096729,"M","Y","N",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2349,1,1,0,0,2,0,1994-01-07,29,"y"
"1005",5096743,"F","N","Y",0,180000,"Working","Lower secondary","Widow","House / apartment",-2227,1,1,1,0,1,1,1977-11-19,46,"y"
"1006",5096753,"M","Y","N",0,328500,"Working","Higher education","Married","House / apartment",-2654,1,1,1,0,2,0,1983-02-07,40,"y"
"1007",5096785,"F","Y","Y",0,270000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1957-08-25,66,"n"
"1008",5096796,"M","Y","Y",0,337500,"Working","Higher education","Separated","House / apartment",-584,1,0,0,0,1,0,1987-10-13,36,"y"
"1009",5096856,"M","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-3476,1,0,0,0,2,0,1974-09-04,49,"y"
"1010",5096991,"F","N","Y",1,225000,"Commercial associate","Higher education","Married","House / apartment",-126,1,0,0,0,3,0,1990-04-16,33,"y"
"1011",5097024,"M","Y","N",0,198000,"Commercial associate","Higher education","Married","House / apartment",-2956,1,0,0,0,2,0,1986-07-15,37,"y"
"1012",5097065,"F","N","Y",0,121500,"Working","Secondary / secondary special","Married","House / apartment",-8161,1,0,0,0,2,1,1971-12-13,51,"y"
"1013",5097105,"F","N","Y",0,193500,"Working","Secondary / secondary special","Married","House / apartment",-11448,1,0,1,0,2,0,1966-04-28,57,"y"
"1014",5097106,"F","N","Y",0,193500,"Working","Secondary / secondary special","Married","House / apartment",-11448,1,0,1,0,2,0,1966-04-28,57,"y"
"1015",5097134,"M","Y","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-2468,1,1,1,0,2,0,1992-09-22,31,"y"
"1016",5097169,"F","N","N",0,90000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-885,1,0,0,0,1,0,1994-07-05,29,"y"
"1017",5097170,"M","Y","Y",0,180000,"State servant","Secondary / secondary special","Married","House / apartment",-2620,1,0,0,0,2,0,1997-09-08,26,"y"
